,t,ml,mr,sl,sr,p,i,d
1681,262130,43.56,36.44,335.00,295.00,1.75,0.00,0.00
1682,262137,42.84,37.16,319.00,287.00,1.75,0.00,0.00
1683,262145,43.29,36.71,316.00,279.00,1.75,0.00,0.00
1684,262152,43.20,36.80,334.00,298.00,1.75,0.00,0.00
1685,262158,41.87,38.13,342.00,321.00,1.75,0.00,0.00
1686,262165,40.44,39.56,337.00,332.00,1.75,0.00,0.00
1687,262172,41.16,38.84,353.00,340.00,1.75,0.00,0.00
1688,262179,40.09,39.91,355.00,354.00,1.75,0.00,0.00
1689,262185,43.91,36.09,381.00,337.00,1.75,0.00,0.00
1690,262193,40.27,39.73,375.00,372.00,1.75,0.00,0.00
1691,262200,38.58,41.42,338.00,354.00,1.75,0.00,0.00
1692,262207,40.44,39.56,346.00,341.00,1.75,0.00,0.00
1693,262213,43.02,36.98,355.00,321.00,1.75,0.00,0.00
1694,262220,41.60,38.40,342.00,324.00,1.75,0.00,0.00
1695,262227,38.22,41.78,336.00,356.00,1.75,0.00,0.00
1696,262235,35.29,44.71,343.00,396.00,1.75,0.00,0.00
1697,262241,32.98,47.02,345.00,424.00,1.75,0.00,0.00
1698,262248,29.33,50.67,343.00,463.00,1.75,0.00,0.00
1699,262255,27.91,52.09,352.00,488.00,1.75,0.00,0.00
1700,262262,26.31,53.69,357.00,511.00,1.75,0.00,0.00
1701,262269,27.29,52.71,382.00,525.00,1.75,0.00,0.00
1702,262276,31.02,48.98,427.00,528.00,1.75,0.00,0.00
1703,262283,27.91,52.09,451.00,587.00,1.75,0.00,0.00
1704,262290,26.40,53.60,462.00,615.00,1.75,0.00,0.00
1705,262297,24.44,55.56,457.00,632.00,1.75,0.00,0.00
1706,262304,21.95,58.05,428.00,631.00,1.75,0.00,0.00
1707,262311,19.82,60.18,402.00,629.00,1.75,0.00,0.00
1708,262318,19.20,60.80,408.00,642.00,1.75,0.00,0.00
1709,262325,15.46,64.54,394.00,670.00,1.75,0.00,0.00
1710,262332,13.60,66.40,417.00,714.00,1.75,0.00,0.00
1711,262339,15.64,64.36,429.00,703.00,1.75,0.00,0.00
1712,262346,13.95,66.05,427.00,720.00,1.75,0.00,0.00
1713,262352,11.29,68.71,400.00,723.00,1.75,0.00,0.00
1714,262360,9.15,70.85,405.00,752.00,1.75,0.00,0.00
1715,262367,11.02,68.98,385.00,711.00,1.75,0.00,0.00
1716,262374,4.62,75.38,350.00,748.00,1.75,0.00,0.00
1717,262380,3.91,76.09,337.00,743.00,1.75,0.00,0.00
1718,262387,5.68,74.32,342.00,728.00,1.75,0.00,0.00
1719,262394,6.31,73.69,324.00,703.00,1.75,0.00,0.00
1720,262401,4.44,75.56,343.00,743.00,1.75,0.00,0.00
1721,262408,8.08,71.92,338.00,697.00,1.75,0.00,0.00
1722,262415,9.42,70.58,354.00,698.00,1.75,0.00,0.00
1723,262422,14.66,65.34,369.00,654.00,1.75,0.00,0.00
1724,262429,19.73,60.27,399.00,627.00,1.75,0.00,0.00
1725,262435,18.31,61.69,390.00,634.00,1.75,0.00,0.00
1726,262443,23.02,56.98,354.00,545.00,1.75,0.00,0.00
1727,262450,24.35,55.65,342.00,518.00,1.75,0.00,0.00
1728,262457,25.51,54.49,350.00,513.00,1.75,0.00,0.00
1729,262464,25.69,54.31,316.00,477.00,1.75,0.00,0.00
1730,262470,30.04,49.96,350.00,462.00,1.75,0.00,0.00
1731,262477,32.35,47.65,364.00,450.00,1.75,0.00,0.00
1732,262484,34.04,45.96,396.00,463.00,1.75,0.00,0.00
1733,262492,35.38,44.62,404.00,456.00,1.75,0.00,0.00
1734,262498,35.38,44.62,410.00,462.00,1.75,0.00,0.00
1735,262505,32.18,47.82,395.00,483.00,1.75,0.00,0.00
1736,262512,28.18,51.82,385.00,518.00,1.75,0.00,0.00
1737,262519,25.06,54.94,379.00,547.00,1.75,0.00,0.00
1738,262526,20.44,59.56,376.00,596.00,1.75,0.00,0.00
1739,262533,18.22,61.78,367.00,612.00,1.75,0.00,0.00
1740,262540,9.06,70.94,346.00,694.00,1.75,0.00,0.00
1741,262547,0.26,79.74,316.00,763.00,1.75,0.00,0.00
1742,262554,-0.09,80.09,296.00,747.00,1.75,0.00,0.00
1743,262561,-4.01,84.01,289.00,784.00,1.75,0.00,0.00
1744,262567,-1.96,81.96,313.00,785.00,1.75,0.00,0.00
1745,262575,-1.34,81.34,328.00,793.00,1.75,0.00,0.00
1746,262582,-2.05,82.05,309.00,782.00,1.75,0.00,0.00
1747,262589,-2.14,82.14,317.00,791.00,1.75,0.00,0.00
1748,262596,0.17,79.83,346.00,794.00,1.75,0.00,0.00
1749,262602,2.93,77.07,363.00,780.00,1.75,0.00,0.00
1750,262609,0.44,79.56,364.00,809.00,1.75,0.00,0.00
1751,262617,1.06,78.94,358.00,796.00,1.75,0.00,0.00
1752,262623,-0.89,80.89,347.00,807.00,1.75,0.00,0.00
1753,262630,1.42,78.58,361.00,795.00,1.75,0.00,0.00
1754,262637,1.95,78.05,371.00,799.00,1.75,0.00,0.00
1755,262644,0.80,79.20,372.00,813.00,1.75,0.00,0.00
1756,262650,2.13,77.87,371.00,797.00,1.75,0.00,0.00
1757,262658,1.15,78.85,363.00,800.00,1.75,0.00,0.00
1758,262665,2.04,77.96,368.00,795.00,1.75,0.00,0.00
1759,262672,2.31,77.69,353.00,777.00,1.75,0.00,0.00
1760,262678,0.80,79.20,337.00,778.00,1.75,0.00,0.00
1761,262685,1.15,78.85,347.00,784.00,1.75,0.00,0.00
1762,262692,4.80,75.20,365.00,761.00,1.75,0.00,0.00
1763,262699,9.33,70.67,362.00,707.00,1.75,0.00,0.00
1764,262706,15.37,64.63,380.00,657.00,1.75,0.00,0.00
1765,262713,18.22,61.78,388.00,633.00,1.75,0.00,0.00
1766,262720,24.44,55.56,413.00,588.00,1.75,0.00,0.00
1767,262727,35.47,44.53,465.00,516.00,1.75,0.00,0.00
1768,262733,46.22,33.78,518.00,448.00,1.75,0.00,0.00
1769,262740,47.29,32.71,529.00,447.00,1.75,0.00,0.00
1770,262748,50.05,29.95,554.00,441.00,1.75,0.00,0.00
1771,262755,50.13,29.87,556.00,442.00,1.75,0.00,0.00
1772,262762,53.51,26.49,598.00,446.00,1.75,0.00,0.00
1773,262769,57.25,22.75,621.00,427.00,1.75,0.00,0.00
1774,262776,52.18,27.82,585.00,448.00,1.75,0.00,0.00
1775,262784,41.96,38.04,522.00,500.00,1.75,0.00,0.00
1776,262790,30.84,49.16,438.00,541.00,1.75,0.00,0.00
1777,262797,17.51,62.49,374.00,627.00,1.75,0.00,0.00
1778,262804,9.60,70.40,338.00,680.00,1.75,0.00,0.00
1779,262811,3.37,76.63,329.00,741.00,1.75,0.00,0.00
1780,262817,3.11,76.89,355.00,770.00,1.75,0.00,0.00
1781,262824,-0.98,80.98,334.00,795.00,1.75,0.00,0.00
1782,262832,-2.76,82.76,311.00,792.00,1.75,0.00,0.00
1783,262839,-3.47,83.47,299.00,788.00,1.75,0.00,0.00
1784,262846,-2.32,82.32,324.00,800.00,1.75,0.00,0.00
1785,262852,1.06,78.94,347.00,785.00,1.75,0.00,0.00
1786,262859,-0.45,80.45,341.00,796.00,1.75,0.00,0.00
1787,262866,1.15,78.85,351.00,788.00,1.75,0.00,0.00
1788,262874,-0.63,80.63,341.00,798.00,1.75,0.00,0.00
1789,262880,-1.52,81.52,335.00,802.00,1.75,0.00,0.00
1790,262887,-1.96,81.96,344.00,816.00,1.75,0.00,0.00
1791,262894,-1.61,81.61,324.00,792.00,1.75,0.00,0.00
1792,262901,-3.56,83.56,315.00,805.00,1.75,0.00,0.00
1793,262908,0.80,79.20,361.00,802.00,1.75,0.00,0.00
1794,262915,1.42,78.58,379.00,813.00,1.75,0.00,0.00
1795,262922,3.55,76.45,391.00,801.00,1.75,0.00,0.00
1796,262929,1.60,78.40,370.00,802.00,1.75,0.00,0.00
1797,262936,1.77,78.23,371.00,801.00,1.75,0.00,0.00
